"pianist_id","segment_id","annotator_id","arousal","valence","gems_wonder","gems_transcendence","gems_tenderness","gems_nostalgia","gems_peacefulness","gems_power","gems_joyful_activation","gems_tension","gems_sadness","gemmes_flow","gemmes_movement","gemmes_force","gemmes_interior","gemmes_wandering"
1,21,94,3,0,3,2,5,4,5.0,1,2,1,1,5,4,2,5.0,4
1,21,31,3,0,5,1,4,3,3.0,2,1,2,3,4,2,2,4.0,4
1,22,91,2,1,4,3,4,4,5.0,1,1,1,1,4,2,1,3.0,3
1,22,19,2,-1,2,3,3,4,3.0,2,2,2,4,2,1,3,4.0,2
1,22,189,3,1,3,2,4,3,5.0,1,2,1,1,5,2,1,2.0,4
1,22,126,3,2,5,4,3,4,5.0,2,2,1,2,5,1,2,1.0,5
1,22,26,3,0,1,1,2,4,4.0,1,2,1,3,4,2,1,4.0,1
1,22,8,1,1,2,3,4,5,5.0,1,2,1,3,5,1,1,4.0,1
1,22,161,4,0,2,3,5,5,3.0,1,1,1,3,2,1,1,3.0,1
1,22,181,3,2,5,5,5,5,4.0,1,1,1,1,2,3,2,2.0,2
1,22,53,4,2,4,4,5,3,5.0,2,5,2,3,5,4,1,3.0,3
1,22,119,4,1,3,4,3,3,4.0,2,1,1,1,4,1,3,4.0,4
1,22,105,1,1,4,4,4,4,4.0,1,1,1,4,4,2,1,4.0,4
1,23,82,3,-1,3,2,1,1,1.0,3,1,5,3,2,1,4,4.0,1
1,23,173,2,-1,2,4,2,3,2.0,2,2,4,3,3,2,1,3.0,3
1,23,62,4,1,5,4,3,1,2.0,3,4,3,2,4,4,3,2.0,2
1,23,61,4,1,3,3,2,1,3.0,3,3,2,2,3,1,2,3.0,1
1,23,187,3,0,1,2,1,1,1.0,3,2,3,1,1,3,2,4.0,2
1,23,172,4,-1,2,1,1,2,1.0,4,2,4,3,2,4,4,2.0,3
1,23,94,3,-1,1,1,1,2,1.0,2,1,5,2,1,4,2,1.0,1
1,23,31,2,0,1,1,1,1,2.0,3,1,3,1,3,2,3,1.0,1
1,24,91,2,-1,4,2,4,2,3.0,1,1,1,1,3,1,1,2.0,3
1,24,19,2,-1,3,3,2,3,4.0,2,2,3,4,3,2,1,4.0,2
1,24,189,1,1,2,1,3,4,4.0,1,2,1,1,5,2,1,1.0,4
1,24,126,2,1,3,1,2,3,3.0,4,5,1,3,5,1,4,2.0,5
1,24,26,3,0,3,2,2,3,5.0,1,2,1,2,4,1,2,4.0,1
1,24,8,2,1,2,4,5,5,4.0,1,2,2,3,3,1,2,4.0,2
1,24,161,3,-1,4,4,4,5,3.0,1,1,1,5,3,1,1,3.0,1
1,24,181,2,-1,2,2,3,3,2.0,3,4,4,4,3,3,3,2.0,2
1,24,53,4,0,3,4,4,5,5.0,3,3,2,3,4,2,2,3.0,4
1,24,119,2,2,5,4,4,5,5.0,2,2,3,2,5,2,4,5.0,5
1,24,105,1,0,3,4,4,4,2.0,1,2,1,4,4,2,2,4.0,5
1,25,82,5,1,5,5,2,3,2.0,4,3,2,2,4,2,2,3.0,2
1,25,173,1,-1,2,3,3,4,5.0,1,1,4,5,5,2,1,4.0,4
1,25,62,1,-1,5,5,5,3,5.0,2,2,3,2,2,1,2,4.0,5
1,25,61,5,1,3,4,3,2,3.0,5,4,2,2,3,3,3,3.0,3
1,25,187,2,-1,1,1,3,4,3.0,1,1,1,3,3,1,1,4.0,1
1,25,172,3,1,3,2,3,4,4.0,2,4,1,2,5,3,1,4.0,4
1,25,94,4,1,4,4,3,1,2.0,2,4,3,2,4,3,2,2.0,2
1,25,31,2,1,1,1,4,3,2.0,1,1,1,1,4,1,1,1.0,3
1,26,91,3,2,1,1,1,1,1.0,3,1,3,1,1,3,3,1.0,1
1,26,19,3,2,5,5,4,4,2.0,4,5,2,1,5,5,3,2.0,2
1,26,189,2,1,3,2,1,1,1.0,3,2,2,1,4,2,3,2.0,1
1,26,126,4,1,2,1,2,1,1.0,2,3,1,1,3,1,2,1.0,3
1,26,26,3,0,3,3,1,2,4.0,2,1,1,1,4,2,2,3.0,1
1,26,8,2,-1,3,3,4,5,3.0,3,1,3,4,3,1,2,4.0,1
1,26,161,4,1,3,2,1,1,2.0,4,3,3,1,2,4,3,3.0,4
1,26,181,3,-2,2,2,1,1,2.0,3,2,3,4,2,3,2,2.0,3
1,26,53,3,0,4,3,3,4,3.0,4,2,3,4,4,3,4,2.0,2
1,26,119,4,1,3,4,2,2,2.0,3,4,1,1,2,3,4,2.0,2
1,26,105,4,1,2,3,2,2,2.0,4,2,3,3,3,3,3,4.0,2
2,0,64,2,1,4,2,3,5,2.0,3,2,4,4,4,5,4,4.0,3
2,0,141,2,-1,2,2,1,2,4.0,1,3,1,1,5,2,1,3.0,2
2,0,40,3,0,2,1,1,2,2.0,1,1,2,2,2,2,2,3.0,2
2,0,109,4,-1,4,2,5,2,5.0,1,4,2,5,2,2,3,3.0,3
2,0,37,1,0,2,1,3,5,4.0,2,2,1,3,4,2,1,5.0,4
2,0,51,2,1,3,2,3,4,2.0,1,1,2,2,4,1,2,4.0,4
2,0,29,2,-1,2,2,3,4,3.0,2,1,2,3,3,3,1,3.0,1
2,0,25,4,-2,4,3,1,2,3.0,1,1,5,5,3,1,2,5.0,4
2,1,69,2,-1,3,4,1,4,3.0,1,1,4,5,3,1,4,5.0,2
2,1,85,2,-1,4,3,1,5,5.0,1,1,1,4,5,1,1,1.0,1
2,1,106,2,-1,1,3,2,2,1.0,1,1,2,3,5,3,2,1.0,1
2,1,140,3,-1,4,2,4,5,4.0,3,3,4,3,4,1,3,4.0,3
2,1,133,4,2,5,5,4,4,2.0,4,5,1,1,5,5,4,2.0,4
2,1,34,3,-1,2,3,1,1,1.0,3,1,3,3,3,3,3,3.0,3
2,1,24,1,0,1,1,1,1,2.0,1,1,2,2,2,1,2,1.0,1
2,1,108,4,0,3,2,3,4,2.0,2,1,1,2,4,2,1,5.0,4
2,2,64,4,1,5,4,3,4,4.0,2,4,2,3,4,5,4,3.0,4
2,2,141,4,2,4,4,1,1,1.0,3,4,1,1,1,5,2,2.0,3
2,2,40,3,-1,3,2,1,1,2.0,3,2,2,1,1,4,3,2.0,2
2,2,109,1,0,3,2,2,3,4.0,4,4,3,2,3,3,4,3.0,2
2,2,37,4,0,1,3,1,1,1.0,3,5,2,1,4,4,2,4.0,2
2,2,51,4,-1,4,5,3,5,1.0,4,5,3,2,3,5,3,5.0,3
2,2,29,2,-2,2,4,1,1,1.0,3,1,3,2,4,4,2,3.0,1
2,2,25,4,-1,1,1,3,1,2.0,1,4,2,1,1,3,1,1.0,3
2,3,69,4,-1,4,4,1,4,2.0,5,1,3,3,4,1,5,2.0,4
2,3,85,4,-1,4,4,2,4,2.0,4,4,4,3,2,4,4,4.0,3
2,3,106,2,0,1,1,1,1,1.0,3,5,2,1,2,3,2,1.0,1
2,3,140,3,0,4,3,1,2,1.0,2,1,3,2,3,2,3,4.0,4
2,3,133,3,-1,1,1,1,2,1.0,3,1,4,4,3,2,4,1.0,1
2,3,34,3,-1,2,1,1,1,1.0,2,1,5,2,4,4,4,4.0,1
2,3,24,2,-1,1,2,1,1,1.0,1,1,3,2,1,1,2,2.0,1
2,3,108,3,0,5,4,2,1,2.0,3,1,2,2,4,3,2,2.0,1
2,4,64,4,2,5,2,5,5,2.0,2,4,2,2,3,4,4,5.0,4
2,4,141,4,2,5,2,2,4,5.0,2,2,1,1,3,2,1,3.0,4
2,4,40,3,1,4,4,4,4,4.0,3,3,2,1,4,3,3,3.0,4
2,4,109,4,0,2,3,4,3,2.0,4,2,3,4,2,4,2,4.0,3
2,4,37,4,2,5,5,5,2,3.0,1,4,1,1,5,5,4,5.0,5
2,4,51,4,-2,4,1,3,5,2.0,4,1,4,5,5,2,4,4.0,5
2,4,29,4,-1,2,2,1,2,1.0,2,1,3,3,2,2,3,3.0,2
2,4,25,2,0,5,1,3,4,1.0,1,1,1,1,5,1,1,2.0,4
2,5,69,2,0,3,2,1,2,1.0,3,2,3,2,3,4,2,3.0,4
2,5,85,4,1,3,2,3,4,2.0,2,4,1,2,5,3,2,1.0,5
2,5,106,1,0,4,2,1,1,2.0,1,1,3,2,3,2,1,2.0,3
2,5,140,1,1,2,1,4,4,5.0,2,1,1,1,5,1,1,2.0,4
2,5,133,3,1,2,4,1,1,2.0,4,5,1,2,4,4,5,1.0,4
2,5,34,2,1,3,3,3,2,3.0,2,3,1,1,3,4,2,2.0,3
2,5,24,1,0,1,1,2,2,1.0,2,2,3,1,2,1,1,1.0,1
2,5,108,5,2,5,3,2,3,2.0,1,3,1,1,2,4,2,1.0,3
2,6,64,4,1,4,3,5,5,5.0,2,4,1,1,5,4,2,5.0,5
2,6,141,3,2,3,1,5,3,4.0,1,1,1,1,4,2,1,3.0,2
2,6,40,2,1,2,4,4,3,4.0,1,3,1,1,4,1,1,3.0,3
2,6,109,1,0,2,4,4,3,4.0,2,4,3,2,2,3,4,2.0,3
2,6,37,3,0,4,4,5,5,5.0,1,2,1,1,5,2,1,5.0,4
2,6,51,3,2,5,2,5,5,4.0,5,1,1,1,5,2,4,5.0,5
2,6,29,3,2,5,4,4,5,5.0,1,4,1,4,4,2,1,4.0,3
2,6,25,3,0,4,3,4,5,5.0,1,1,1,2,5,2,1,3.0,4
2,7,69,4,2,5,5,5,3,4.0,1,2,1,2,5,2,2,4.0,3
2,7,85,2,2,5,4,5,5,5.0,2,2,2,1,5,2,3,4.0,5
2,7,106,5,1,5,4,3,2,2.0,4,2,2,2,5,3,4,2.0,3
2,7,140,4,-1,3,4,4,5,4.0,4,2,3,4,5,2,4,4.0,3
2,7,133,4,1,5,3,4,4,3.0,4,3,1,1,5,3,4,3.0,3
2,7,34,1,-1,3,3,3,3,1.0,2,1,1,3,2,3,2,2.0,1
2,7,24,3,0,2,2,2,3,4.0,1,3,1,1,4,4,2,3.0,3
2,7,108,3,1,4,2,3,4,4.0,1,1,1,2,4,2,1,4.0,4
2,8,64,4,1,4,5,3,4,4.0,1,5,1,1,4,4,2,4.0,4
2,8,141,4,2,3,2,2,1,1.0,1,5,1,1,5,5,2,1.0,1
